tax_id,annual_income,credit_score,payment_history,employment_length,debt_to_income_ratio,age,num_credit_cards,num_loan_accounts,total_credit_limit,credit_utilization_ratio,auto_loan_limit,loan_eligible,risk_score,risk_category,max_loan_term,interest_rate
662-12-3362,122243.74,766,83.5955,12.0,0.5965,55.08902007851594,0,2,66045.31,0.2823,0,False,77.60314545454546,Low Risk,72,9.349528181818181
664-12-3364,65725.45,732,69.5171,17.2,0.3966,47.55352203984038,3,2,49667.16,0.2621,177000,True,73.56288950757576,Low Risk,72,9.955566573863635
665-12-3365,47051.26,717,61.4072,11.3,0.5381,45.01242638560037,2,3,39731.8,0.2281,0,False,67.4257728030303,Low Risk,72,10.876134079545455
666-12-3366,55709.8,703,28.8506,4.5,0.4004,58.47107344720105,0,3,50382.63,0.2712,75000,True,56.51881621212121,Moderate Risk,60,12.51217756818182
667-12-3367,31966.96,700,59.4588,7.7,0.425,35.020743679840464,2,4,16972.61,0.5068,30000,True,60.93526212121213,Moderate Risk,60,11.84971068181818
668-12-3368,69346.92,766,84.2921,14.3,0.4968,50.44779629586881,1,0,49319.41,0.1235,214000,True,80.71542045454547,Very Low Risk,84,8.88268693181818
669-12-3369,34623.48,775,86.9429,10.9,0.4568,55.78821841832218,3,3,18708.26,0.0277,59000,True,78.92949772727272,Low Risk,72,9.150575340909093
670-12-3370,64012.75,754,83.4476,11.9,0.4494,71.85623172031976,4,0,50587.34,0.3369,197000,True,78.13762700757576,Low Risk,72,9.269355948863636
671-12-3371,178750.89,743,64.67,8.4,0.4467,45.5079711362378,2,2,142528.25,0.2972,337000,True,72.85240909090909,Low Risk,72,10.062138636363636
672-12-3372,124318.91,793,88.6165,8.5,0.6605,53.28546751905027,1,1,53083.01,0.115,0,False,80.53852727272726,Very Low Risk,84,8.90922090909091
673-12-3373,158398.07,813,91.4431,18.7,0.4034,35.38005857843976,3,2,135505.24,0.4757,342000,True,83.12607454545454,Very Low Risk,84,8.521088818181818
674-12-3374,74719.39,793,85.55,15.6,0.449,49.945551381985815,1,4,59107.05,0.1572,92000,True,79.28903518939394,Low Risk,72,9.09664472159091
675-12-3375,132320.98,797,75.626,9.1,0.285,62.99159712820035,2,1,100035.26,0.1602,495000,True,83.97547272727273,Very Low Risk,84,8.39367909090909
677-12-3377,18284.11,772,83.3985,21.0,0.4154,54.29092635683142,2,1,9437.98,0.0464,48000,True,79.7829015530303,Low Risk,72,9.022564767045456
678-12-3378,29628.49,751,90.6373,7.5,0.3945,36.944358178286336,1,2,21159.91,0.4047,91000,True,73.59748041666667,Low Risk,72,9.950377937499999
679-12-3379,31094.81,772,63.4096,22.4,0.4118,65.20417054426193,2,0,20767.26,0.277,96000,True,75.06690071969697,Low Risk,72,9.729964892045453
680-12-3380,124684.23,815,75.6928,13.2,0.4723,36.998618419454544,1,0,66282.33,0.0494,384000,True,85.33278727272727,Very Low Risk,84,8.190081909090908
681-12-3381,20824.61,728,92.0048,11.7,0.5388,39.77900736806758,3,0,14076.81,0.3098,0,False,75.32501571969698,Low Risk,72,9.691247642045454
682-12-3382,23162.27,745,71.6334,6.7,0.5649,66.45556388462632,3,1,22478.41,0.3953,0,False,66.88345640151516,Low Risk,72,10.957481539772726
684-12-3384,65900.0,808,90.6264,17.8,0.418,44.56124890933651,3,1,47044.61,0.0974,173000,True,84.95438606060607,Very Low Risk,84,8.24684209090909
685-12-3385,110473.86,780,62.1734,4.5,0.3472,57.345494033301016,0,0,73062.01,0.2358,442000,True,74.51721204545454,Low Risk,72,9.812418193181818
686-12-3386,49653.46,753,70.6443,16.1,0.5412,51.63689701416743,4,0,26042.77,0.261,0,False,74.2970268939394,Low Risk,72,9.84544596590909
687-12-3387,52685.71,754,89.2092,25.0,0.5932,76.70229015203255,1,2,36728.81,0.1279,0,False,76.75098700757577,Low Risk,72,9.477351948863634
688-12-3388,111417.48,790,51.0975,16.6,0.581,61.73483827798907,4,0,41854.55,0.3258,0,False,74.07071318181818,Low Risk,72,9.879393022727273
689-12-3389,31890.82,722,72.7755,21.3,0.5099,52.10882026472822,6,1,20972.26,0.6442,0,False,67.64792962121211,Low Risk,72,10.842810556818183
690-12-3390,65242.6,748,37.2304,10.7,0.4523,52.34635331642068,4,0,47390.41,0.171,176000,True,70.17911257575757,Low Risk,72,10.463133113636363
691-12-3391,89229.95,719,43.371,9.9,0.5565,61.255143027803136,2,1,75940.45,0.3884,0,False,65.72425094696969,Low Risk,72,11.131362357954547
692-12-3392,46199.71,752,56.4504,12.3,0.457,49.10985189452254,2,1,43135.28,0.4062,121000,True,70.06170428030303,Low Risk,72,10.480744357954546
693-12-3393,109367.99,788,83.0516,14.8,0.5528,42.0660017919808,1,0,63511.45,0.2136,0,False,81.79386503787879,Very Low Risk,84,8.720920244318181
694-12-3394,32868.42,767,91.3829,10.8,0.4855,58.03346425701936,3,0,20464.14,0.1493,101000,True,80.58877931818182,Very Low Risk,84,8.901683102272727
695-12-3395,178732.95,746,34.1987,13.1,0.4329,47.22563907371954,2,3,140582.69,0.1089,265000,True,69.63905818181819,Low Risk,72,10.544141272727273
696-12-3396,48034.99,760,60.3625,7.8,0.5388,52.93565598749908,2,2,37744.18,0.0582,0,False,70.48268518939393,Low Risk,72,10.41759722159091
697-12-3397,44032.65,708,77.2179,5.5,0.3909,34.15966312005065,2,1,30057.56,0.2735,144000,True,69.14341011363636,Low Risk,72,10.618488482954547
698-12-3398,21534.4,715,50.6413,9.2,0.5712,48.72271271183189,3,0,18604.5,0.3184,0,False,64.88261757575758,Moderate Risk,60,11.257607363636364
699-12-3399,27335.32,733,57.0489,32.9,0.3897,45.13790936413242,1,1,18629.16,0.5901,89000,True,67.35679712121214,Low Risk,72,10.886480431818178
700-12-3400,33924.03,763,85.1794,26.0,0.4178,33.99700748558673,1,1,22989.03,0.3542,89000,True,77.10401761363636,Low Risk,72,9.424397357954547
702-12-3402,26166.47,725,68.0782,6.1,0.4707,49.33715952073965,1,4,21969.54,0.2318,28000,True,64.47286412878788,Moderate Risk,60,11.319070380681818
703-12-3403,61741.22,737,94.3645,13.7,0.3595,53.70028429918084,6,1,52096.18,0.0433,202000,True,82.42904174242426,Very Low Risk,84,8.625643738636361
704-12-3404,91199.09,751,48.4146,15.4,0.3846,62.756750099132205,0,2,83601.67,0.4738,281000,True,69.67588208333332,Low Risk,72,10.538617687500002
705-12-3405,72816.68,763,76.7537,10.4,0.3595,60.51268438052389,1,1,38024.02,0.4499,272000,True,76.9569046969697,Low Risk,72,9.446464295454545
707-12-3407,28881.53,741,91.2312,7.6,0.4248,51.85406716173173,1,1,19809.6,0.3078,66000,True,74.66327344696968,Low Risk,72,9.790508982954547
709-12-3409,23375.07,715,93.613,7.4,0.3817,45.96630232449641,3,0,12999.98,0.3308,90000,True,74.47215215909091,Low Risk,72,9.819177176136364
711-12-3411,27797.1,754,90.5468,13.7,0.4973,48.000587799848105,2,2,23932.96,0.2477,60000,True,76.2219815909091,Low Risk,72,9.556702761363635
712-12-3412,149310.5,761,78.0032,3.7,0.441,63.33796474325273,0,1,124026.78,0.4947,355000,True,71.07500363636365,Low Risk,72,10.328749454545452
713-12-3413,34331.14,699,33.9751,15.8,0.4996,37.247941333106255,2,2,23443.09,0.2963,56000,True,61.15939325757576,Moderate Risk,60,11.816091011363635
714-12-3414,96900.63,787,75.3746,11.1,0.3574,41.28945942605139,3,2,66890.52,0.4862,298000,True,77.88035534090909,Low Risk,72,9.307946698863637
715-12-3415,36059.22,750,98.2383,13.1,0.4437,42.84604641849167,6,2,18059.03,0.6921,51000,True,74.20999113636364,Low Risk,72,9.858501329545454
716-12-3416,18000.0,721,89.9086,9.8,0.5145,41.373060217072215,1,1,5560.7,0.0392,0,False,76.21312909090909,Low Risk,72,9.558030636363636
717-12-3417,83256.24,785,52.422,26.4,0.3842,57.39881007133408,5,2,64659.47,0.3657,256000,True,73.39704636363636,Low Risk,72,9.980443045454546
718-12-3418,18000.0,724,77.3146,22.0,0.3808,44.2154647909624,1,2,5548.34,0.1258,49000,True,74.22473818181818,Low Risk,72,9.856289272727272
719-12-3419,31593.92,755,89.0896,18.6,0.5327,57.72077010979208,1,2,22673.02,0.1124,0,False,76.97437878787879,Low Risk,72,9.443843181818181
721-12-3421,535423.7,777,56.4798,19.8,0.38,35.76213341652997,3,2,462302.27,0.3513,1649000,True,75.43750545454546,Low Risk,72,9.67437418181818
722-12-3422,60723.19,752,68.6438,16.8,0.4958,46.15481289546171,3,1,28236.12,0.381,159000,True,72.77552928030303,Low Risk,72,10.073670607954545
723-12-3423,32080.33,760,90.7835,40.0,0.4599,60.90252016633302,4,2,24143.45,0.2636,69000,True,77.23160768939394,Low Risk,72,9.40525884659091
724-12-3424,60970.31,727,61.0266,6.1,0.3932,51.53771634080992,0,2,36511.67,0.4676,164000,True,65.44447685606062,Low Risk,72,11.173328471590906
725-12-3425,23864.95,689,34.8437,12.7,0.5065,46.814442292088174,4,0,12813.0,0.081,0,False,64.31015837121214,Moderate Risk,60,11.343476244318179
726-12-3426,44553.92,767,94.0863,9.9,0.4011,63.507191487575085,3,1,36566.89,0.1527,117000,True,81.74835515151517,Very Low Risk,84,8.727746727272724
727-12-3427,183812.58,784,70.3751,17.1,0.3724,40.567517874536165,2,1,166225.6,0.4455,687000,True,78.83402000000001,Low Risk,72,9.164896999999998
728-12-3428,69329.52,717,74.6134,5.7,0.3797,44.512449368099055,3,0,51986.04,0.4402,267000,True,69.95027363636363,Low Risk,72,10.497458954545454
730-12-3430,79578.94,740,58.4441,5.6,0.4321,57.15097635606314,1,2,71820.24,0.326,150000,True,66.86310916666667,Low Risk,72,10.960533625
731-12-3431,18067.13,732,95.6568,17.2,0.5136,39.974935048688565,2,1,11284.88,0.5416,0,False,73.25506617424243,Low Risk,72,10.001740073863637
732-12-3432,18000.0,774,90.4269,11.7,0.4247,54.86217597035002,3,0,10558.65,0.0854,55000,True,81.77451636363637,Very Low Risk,84,8.723822545454546
733-12-3433,102337.29,754,73.254,8.8,0.3494,44.08232133317895,4,1,88008.68,0.1543,383000,True,78.8217628409091,Low Risk,72,9.166735573863635
735-12-3435,180131.92,790,61.1215,9.8,0.3746,46.990236904250544,5,0,61414.79,0.3071,793000,True,79.51611818181819,Low Risk,72,9.062582272727273
737-12-3437,141387.98,790,78.1347,14.1,0.5293,61.13147446125666,3,1,129257.05,0.3313,0,False,79.55625818181818,Low Risk,72,9.056561272727272
739-12-3439,66764.71,783,95.6297,12.8,0.4721,36.8664367017802,1,0,57909.29,0.1776,206000,True,83.7866665530303,Very Low Risk,84,8.422000017045455
741-12-3441,39327.66,757,62.2478,30.1,0.435,50.46759832741028,1,2,36122.94,0.2782,85000,True,71.86303068181819,Low Risk,72,10.210545397727273
742-12-3442,41088.69,743,67.4328,19.8,0.5233,54.12609595717708,3,2,7537.68,0.284,0,False,70.69999784090909,Low Risk,72,10.385000323863636
743-12-3443,19509.34,661,70.4535,6.2,0.4081,57.53904660295377,0,2,14010.33,0.1151,26000,True,64.80381643939394,Moderate Risk,60,11.269427534090909
744-12-3444,93760.57,746,60.5642,10.4,0.4513,56.15176825283304,1,1,75548.82,0.3868,215000,True,72.76384859848484,Low Risk,72,10.075422710227274
745-12-3445,91485.77,806,81.8018,13.4,0.5029,57.13817851891216,2,2,37432.84,0.1037,0,False,81.79176708333334,Very Low Risk,84,8.721234937499998
746-12-3446,50990.21,761,87.4485,8.9,0.4203,52.78735088687867,2,1,46494.27,0.2823,133000,True,77.72315571969698,Low Risk,72,9.331526642045453
747-12-3447,61142.75,736,78.9151,12.0,0.3984,63.20057040027111,2,0,44687.12,0.6531,177000,True,73.56908912878787,Low Risk,72,9.95463663068182
748-12-3448,43574.99,738,91.0584,6.5,0.4615,45.12123688327813,1,3,36929.51,0.4685,65000,True,69.7925318560606,Low Risk,72,10.521120221590909
749-12-3449,25552.88,746,58.6965,14.7,0.3639,50.318573959468175,1,3,24023.16,0.3899,54000,True,68.8283215151515,Low Risk,72,10.665751772727276
750-12-3450,24032.82,728,82.1686,35.1,0.4838,35.78521056030742,2,0,19196.43,0.3597,65000,True,73.81745113636364,Low Risk,72,9.917382329545454
751-12-3451,40220.2,746,84.2861,15.2,0.4472,44.94252763953814,4,1,37002.86,0.56,92000,True,73.60687984848487,Low Risk,72,9.94896802272727
752-12-3452,45488.14,751,87.5091,15.1,0.4363,60.76593728626813,2,2,40027.51,0.0474,98000,True,79.07865916666667,Low Risk,72,9.128201125
753-12-3453,134436.72,794,82.8516,12.8,0.4596,56.756037880357695,3,0,117365.62,0.5248,414000,True,80.86468363636365,Very Low Risk,84,8.860297454545453
755-12-3455,175999.75,818,93.4129,31.5,0.5172,74.46786733722303,4,2,139425.49,0.5276,0,False,81.61221636363635,Very Low Risk,84,8.748167545454548
756-12-3456,97062.41,755,33.4598,16.0,0.3633,51.564354064924245,3,1,49447.0,0.4103,363000,True,69.13827253787879,Low Risk,72,10.619259119318182
757-12-3457,19742.37,752,89.0059,18.6,0.5203,51.75752957951859,1,0,10905.1,0.235,0,False,77.23291511363635,Low Risk,72,9.405062732954548
759-12-3459,28506.06,752,91.4284,18.9,0.4318,46.199337072415,4,1,15909.01,0.4418,75000,True,76.34206886363637,Low Risk,72,9.538689670454545
760-12-3460,46775.29,745,60.3662,31.4,0.5108,51.45027354935712,1,0,34446.48,0.5116,0,False,69.56239223484849,Low Risk,72,10.555641164772727
761-12-3461,34775.08,744,93.09,26.3,0.4272,56.08413675692741,0,1,30465.47,0.4302,80000,True,76.61150712121213,Low Risk,72,9.498273931818181
762-12-3462,97188.33,757,84.9646,1.1,0.4685,53.28422941046733,4,0,61370.53,0.2564,272000,True,71.63275193181818,Low Risk,72,10.245087210227274
763-12-3463,136619.14,804,78.7495,25.4,0.4769,45.05903044318866,0,2,102582.79,0.0629,295000,True,83.04012727272728,Very Low Risk,84,8.533980909090909
764-12-3464,25698.59,712,53.2884,8.2,0.3833,41.96161105850637,1,3,15361.46,0.3853,54000,True,63.54413640151515,Moderate Risk,60,11.458379539772727
765-12-3465,18957.67,715,61.4808,8.5,0.4832,41.45199291664187,1,0,12238.26,0.3079,51000,True,67.66815382575757,Low Risk,72,10.839776926136365
766-12-3466,189297.64,770,92.3292,6.5,0.4689,61.79172899131148,1,2,123377.39,0.3616,408000,True,77.2254309090909,Low Risk,72,9.406185363636364
767-12-3467,70403.51,755,86.8011,8.1,0.4149,60.15476262455171,2,2,65686.74,0.4496,152000,True,74.62874503787879,Low Risk,72,9.795688244318182
768-12-3468,41161.78,754,94.2905,17.3,0.4502,55.01599994034862,1,3,33705.79,0.2892,70000,True,76.81908325757576,Low Risk,72,9.467137511363637
769-12-3469,181153.55,808,74.1673,15.1,0.361,61.69366119781165,2,1,117880.8,0.2936,678000,True,82.80973272727273,Very Low Risk,84,8.56854009090909
770-12-3470,143148.34,786,81.7165,19.3,0.4885,48.78914799877321,1,1,127396.74,0.4082,375000,True,79.86107272727273,Low Risk,72,9.01083909090909
772-12-3472,110118.3,749,94.0581,8.2,0.5243,55.59776561572639,2,3,96991.51,0.1219,0,False,78.08910977272727,Low Risk,72,9.276633534090909
773-12-3473,134136.07,779,84.3398,20.2,0.3744,59.37522464880887,2,1,73392.4,0.4069,502000,True,81.66477818181818,Very Low Risk,84,8.740283272727273
775-12-3475,145464.62,800,83.0716,20.5,0.3738,31.23407208999818,2,0,102904.84,0.4435,640000,True,83.39050181818182,Very Low Risk,84,8.481424727272728
776-12-3476,30801.63,679,86.2225,16.1,0.4918,52.63701117660443,0,2,22071.63,0.5396,50000,True,67.87308306818181,Low Risk,72,10.809037539772728
778-12-3478,189441.13,798,83.752,34.4,0.4319,46.68401771864627,0,1,149260.49,0.4247,496000,True,81.71580909090909,Very Low Risk,84,8.732628636363636
779-12-3479,45576.02,674,60.2641,4.6,0.4649,32.81439489882105,4,3,40321.83,0.539,44000,True,56.98832083333333,Moderate Risk,60,12.441751875000001
780-12-3480,38116.63,743,68.9111,4.9,0.4092,63.94374339705497,2,1,28114.62,0.2651,79000,True,68.67232200757576,Low Risk,72,10.689151698863636
781-12-3481,64714.08,714,49.9874,9.8,0.6358,60.191051033908906,4,1,58191.53,0.596,0,False,62.342354545454555,Moderate Risk,60,11.638646818181817
782-12-3482,19769.04,717,85.6614,20.6,0.5515,53.55713556407856,2,1,16515.78,0.4788,0,False,70.43185363636364,Low Risk,72,10.425221954545453
784-12-3484,18654.96,768,76.2673,12.3,0.4393,35.52856512766563,1,0,15584.46,0.1225,57000,True,77.99806818181818,Low Risk,72,9.290289772727272
786-12-3486,19248.61,702,49.0597,20.2,0.4376,44.88100088842161,0,2,16051.34,0.0891,36000,True,66.74078359848485,Low Risk,72,10.978882460227272
788-12-3488,35925.57,728,62.6021,11.5,0.5471,46.77749109777605,0,0,30276.91,0.275,0,False,70.29718238636364,Low Risk,72,10.445422642045454
789-12-3489,28555.19,721,89.6713,3.7,0.5721,55.1547802086872,4,2,24495.72,0.1853,0,False,67.18046867424243,Low Risk,72,10.912929698863636
790-12-3490,60984.13,767,73.3957,22.4,0.5356,55.717652853959656,1,1,34004.2,0.09,0,False,77.00432723484849,Low Risk,72,9.439350914772726
791-12-3491,73830.45,737,85.4665,5.0,0.4576,57.138288871337096,0,2,73299.56,0.3057,127000,True,71.0576596590909,Low Risk,72,10.331351051136366
792-12-3492,63858.79,715,62.4249,11.1,0.4006,34.52763465412772,4,0,48941.38,0.5294,172000,True,70.25185382575758,Low Risk,72,10.452221926136364
793-12-3493,75959.33,764,59.3848,9.9,0.4248,43.10491984688673,2,4,28936.0,0.1063,94000,True,73.03420481060607,Low Risk,72,10.03486927840909
794-12-3494,97121.09,767,74.1253,18.7,0.4953,54.945210971425126,4,4,75587.06,0.1021,120000,True,76.13945390151515,Low Risk,72,9.569081914772728
797-12-3497,23045.73,747,77.3962,6.1,0.4348,52.99469402920285,3,1,18434.83,0.2629,53000,True,70.83393329545454,Low Risk,72,10.364910005681818
798-12-3498,24637.72,739,54.4621,25.4,0.3725,64.09663937078156,1,3,18213.42,0.1963,52000,True,69.3048553030303,Low Risk,72,10.594271704545456
800-12-3500,18000.0,745,56.009,32.8,0.421,37.0784769276596,1,2,12781.16,0.1969,34000,True,69.98598181818181,Low Risk,72,10.492102727272728
801-12-3501,59413.01,766,79.703,14.2,0.467,56.93494166302169,2,0,45230.42,0.3894,183000,True,77.1716875378788,Low Risk,72,9.41424686931818
802-12-3502,18000.0,762,93.9995,6.8,0.4729,63.11571302482306,2,1,8105.51,0.6088,35000,True,71.5684,Low Risk,72,10.254740000000002
803-12-3503,79502.09,753,71.4154,17.7,0.4777,71.75529823895688,3,2,76049.62,0.2331,171000,True,74.92643981060606,Low Risk,72,9.75103402840909
805-12-3505,179040.6,773,65.6072,24.0,0.5739,39.95417076837131,2,2,153459.07,0.4549,0,False,73.06394,Low Risk,72,10.030408999999999
806-12-3506,27897.65,729,73.5821,13.3,0.5269,59.07257609992669,5,2,19822.77,0.5962,0,False,67.31332208333333,Low Risk,72,10.8930016875
809-12-3509,62297.17,786,61.9354,15.2,0.4569,64.29895736352208,2,3,41092.05,0.0613,106000,True,75.4435681439394,Low Risk,72,9.67346477840909
810-12-3510,56849.02,741,54.2033,6.8,0.4352,59.023109329229,4,1,39558.01,0.1285,130000,True,69.26000553030302,Low Risk,72,10.600999170454546
812-12-3512,65139.85,771,76.7819,10.1,0.4773,45.69081864435744,3,1,46771.88,0.204,171000,True,77.84376768939394,Low Risk,72,9.313434846590908
813-12-3513,109706.6,750,65.2804,16.0,0.4333,57.999912415924726,2,2,64672.84,0.527,207000,True,72.49405196969697,Low Risk,72,10.115892204545455
814-12-3514,34863.78,747,66.1877,11.4,0.4879,39.66501183764474,2,1,14545.83,0.3045,80000,True,71.77215204545455,Low Risk,72,10.224177193181818
815-12-3515,82837.82,729,79.9325,9.4,0.646,52.88276662382595,2,0,42697.11,0.1405,0,False,75.04307583333335,Low Risk,72,9.733538624999998
816-12-3516,66954.91,776,86.7067,13.6,0.5378,49.668751620879696,1,0,44509.0,0.2336,0,False,80.01903700757576,Very Low Risk,84,8.987144448863635
817-12-3517,37913.64,727,94.434,6.7,0.4264,36.779910040924655,2,3,23674.29,0.4674,56000,True,70.26926227272727,Low Risk,72,10.449610659090908
818-12-3518,57770.5,774,87.3357,13.0,0.5146,54.30151904534968,3,1,44148.43,0.2584,0,False,78.73488053030303,Low Risk,72,9.179767920454545
819-12-3519,28778.65,705,66.857,18.3,0.4487,44.664981651062384,4,1,23740.22,0.4723,66000,True,67.88973768939394,Low Risk,72,10.80653934659091
821-12-3521,29121.08,743,80.6847,10.2,0.4929,41.5048457268901,0,2,24258.76,0.1749,55000,True,74.39872742424242,Low Risk,72,9.830190886363637
822-12-3522,39397.89,755,67.2842,36.3,0.454,59.1492659956492,3,3,33397.66,0.1479,67000,True,72.76396420454545,Low Risk,72,10.075405369318183
823-12-3523,112622.99,782,92.509,16.8,0.5474,69.40902499956496,2,0,96296.87,0.1047,0,False,84.6091518560606,Very Low Risk,84,8.298627221590909
824-12-3524,41507.14,765,82.6871,11.7,0.4581,39.66753166789688,1,0,34159.54,0.1443,128000,True,79.54329325757577,Low Risk,72,9.058506011363635
825-12-3525,31097.97,733,93.7988,12.5,0.4949,41.49519957473164,1,1,23810.46,0.3457,71000,True,75.72955420454545,Low Risk,72,9.630566869318182
826-12-3526,68089.62,792,94.9925,13.9,0.5445,38.49328394616026,4,2,52980.46,0.1577,0,False,81.40015840909092,Very Low Risk,84,8.779976238636362
828-12-3528,135247.53,802,81.6587,9.5,0.4145,53.86320500883809,2,2,114684.71,0.0829,292000,True,83.73069454545455,Very Low Risk,84,8.430395818181816
830-12-3530,120082.93,707,82.8939,4.5,0.4741,52.6736943329863,1,1,99222.16,0.7385,188000,True,66.48228,Low Risk,72,11.017658
832-12-3532,70269.73,784,77.923,20.3,0.4382,49.3235488143085,2,2,48426.62,0.218,152000,True,78.55950541666667,Low Risk,72,9.2060741875
833-12-3533,113528.83,723,63.4357,4.0,0.4084,44.568000959663536,1,2,79990.41,0.2539,195000,True,67.6706897348485,Low Risk,72,10.839396539772725
834-12-3534,76340.21,766,78.0946,17.2,0.5501,41.68054452113924,2,4,57581.11,0.4812,0,False,71.39080753787879,Low Risk,72,10.281378869318182
835-12-3535,57683.29,759,66.9041,14.8,0.6403,48.28823112035413,2,1,54545.59,0.2905,0,False,71.48388132575758,Low Risk,72,10.267417801136364
836-12-3536,68216.29,765,79.2371,9.9,0.5392,41.863664525919845,3,1,52876.36,0.4938,0,False,74.15467450757575,Low Risk,72,9.866798823863638
837-12-3537,75543.7,757,92.8074,0.7,0.3494,53.53581803898484,3,2,59951.41,0.1815,0,False,72.43495234848486,Low Risk,72,10.124757147727273
838-12-3538,74194.36,715,58.5566,11.2,0.4562,41.9845745474921,1,4,38520.91,0.5563,80000,True,64.80584257575757,Moderate Risk,60,11.269123613636365
839-12-3539,77303.73,761,49.2088,13.6,0.4944,45.45539276355412,2,0,67565.3,0.4373,238000,True,70.61011238636364,Low Risk,72,10.398483142045453
841-12-3541,51803.14,764,85.7888,16.8,0.401,63.01146523412722,7,2,39069.17,0.4106,112000,True,76.72249689393938,Low Risk,72,9.481625465909094
842-12-3542,24666.66,754,70.886,24.6,0.4484,62.572117893034566,1,2,23029.72,0.1653,53000,True,73.71688659090908,Low Risk,72,9.932467011363638
843-12-3543,71960.2,758,76.7976,16.3,0.4242,49.482476972692695,2,1,45837.05,0.219,188000,True,77.95031621212122,Low Risk,72,9.297452568181816
844-12-3544,76184.18,755,77.8535,26.9,0.3958,44.899393284352456,3,5,54365.71,0.5248,84000,True,71.51458628787879,Low Risk,72,10.262812056818182
846-12-3546,73882.54,738,87.5563,24.3,0.4305,42.14140222551072,2,0,60757.37,0.2475,199000,True,79.52992643939393,Low Risk,72,9.06051103409091
847-12-3547,46202.68,773,76.9626,11.8,0.4211,57.83975109578957,2,0,25752.75,0.1904,142000,True,79.19713166666666,Low Risk,72,9.11043025
848-12-3548,44579.55,762,87.0639,15.4,0.4208,44.150643448275495,0,1,32457.11,0.2739,117000,True,78.61926125000002,Low Risk,72,9.197110812499997
850-12-3550,37169.36,702,81.7113,7.7,0.4524,58.11005085635225,2,0,19157.2,0.3703,100000,True,70.6838015151515,Low Risk,72,10.387429772727275
852-12-3552,116722.89,798,95.3372,25.6,0.4326,44.49402011358431,2,1,97144.42,0.4307,306000,True,83.82580284090909,Very Low Risk,84,8.416129573863635
853-12-3553,247057.98,814,86.8249,28.9,0.5277,53.7661039640688,2,3,197706.65,0.2348,0,False,81.8105709090909,Very Low Risk,84,8.718414363636365
855-12-3555,41448.88,703,48.0472,18.6,0.3937,54.19345845451382,5,0,34212.78,0.3857,160000,True,67.21943121212121,Low Risk,72,10.907085318181819
856-12-3556,35509.51,731,44.1308,11.1,0.4894,47.78896411296598,4,1,28935.8,0.1893,81000,True,67.4989956439394,Low Risk,72,10.865150653409092
857-12-3557,93072.5,721,92.6005,5.6,0.454,59.336341147266985,1,0,83136.98,0.5482,251000,True,72.49702992424243,Low Risk,72,10.115445511363635
858-12-3558,51550.02,745,87.2642,27.9,0.4182,41.43641272310696,0,1,47183.82,0.2048,118000,True,78.59793931818183,Low Risk,72,9.200309102272726
859-12-3559,21264.0,764,96.814,7.7,0.4144,41.12379751936587,2,1,6139.37,0.0216,56000,True,80.04407272727272,Very Low Risk,84,8.983389090909093
860-12-3560,367554.99,785,29.3478,40.0,0.214,53.66018157861457,2,1,342306.43,0.1207,1375000,True,76.31619636363637,Low Risk,72,9.542570545454545
861-12-3561,67582.77,719,84.5483,6.5,0.5161,40.61791775929327,3,0,50011.37,0.6262,0,False,68.88574511363636,Low Risk,72,10.657138232954546
862-12-3562,143560.75,752,77.2108,24.0,0.4588,69.97101302313165,3,2,97188.11,0.121,310000,True,79.11379636363637,Low Risk,72,9.122930545454544
863-12-3563,47409.32,763,82.8471,23.4,0.5029,58.40253844028426,1,3,24633.67,0.6505,0,False,70.95994469696969,Low Risk,72,10.346008295454547
864-12-3564,58574.17,756,87.9934,11.2,0.5827,44.72819732388991,2,2,38521.56,0.2624,0,False,75.69295223484849,Low Risk,72,9.636057164772726
865-12-3565,66574.82,748,55.9581,16.4,0.3655,59.10023110394212,2,3,52311.08,0.4591,141000,True,69.40116174242424,Low Risk,72,10.579825738636366
866-12-3566,49464.79,775,88.4457,11.3,0.4118,39.40421985367648,1,0,44923.12,0.4409,152000,True,79.39144564393939,Low Risk,72,9.08128315340909
867-12-3567,35189.72,758,95.1345,8.7,0.4411,66.44060687039587,4,3,31437.52,0.3755,60000,True,74.9670928787879,Low Risk,72,9.744936068181815
868-12-3568,278805.33,813,70.2732,17.9,0.2892,50.13883421567592,5,0,183760.81,0.3548,1227000,True,83.81409454545454,Very Low Risk,84,8.41788581818182
869-12-3569,76762.36,756,73.1976,21.6,0.4501,44.50487465938251,2,2,56959.57,0.4362,165000,True,73.74263348484848,Low Risk,72,9.928604977272727
870-12-3570,19839.27,734,61.8135,9.5,0.5751,47.15722793856426,3,0,13741.22,0.0523,0,False,71.1580180681818,Low Risk,72,10.31629728977273
871-12-3571,64292.18,745,78.9304,27.9,0.4055,43.20504541549317,4,5,35654.84,0.7625,0,False,68.07560265151515,Low Risk,72,10.778659602272727
872-12-3572,21869.86,762,61.0629,16.2,0.4388,47.87810207439192,1,1,19742.62,0.083,57000,True,74.11182416666666,Low Risk,72,9.873226375
873-12-3573,33124.95,735,82.8365,14.1,0.4459,39.79794684702836,3,0,27181.46,0.5434,89000,True,73.50682443181817,Low Risk,72,9.963976335227274
874-12-3574,64522.17,747,68.5646,14.3,0.2533,71.35727461837075,5,3,46194.26,0.6063,102000,True,71.98429829545455,Low Risk,72,10.192355255681818
